user_id,rate,movie_id
u_463,3.5,22
u_466,4.0,22
u_471,3.5,22
u_474,3.5,22
u_475,4.5,22
u_477,3.0,22
u_480,3.0,22
u_482,4.0,22
u_483,4.0,22
u_487,2.5,22
u_488,4.0,22
u_489,2.0,22
u_490,3.0,22
u_491,3.0,22
u_495,2.5,22
u_497,2.5,22
u_509,3.5,22
u_517,2.5,22
u_522,5.0,22
u_523,4.5,22
u_525,4.5,22
u_534,4.5,22
u_537,5.0,22
u_539,4.5,22
u_540,4.5,22
u_542,4.0,22
u_556,4.0,22
u_560,3.5,22
u_561,4.5,22
u_562,3.0,22
u_570,3.5,22
u_573,5.0,22
u_580,4.0,22
u_586,5.0,22
u_590,4.0,22
u_593,1.0,22
u_596,3.0,22
u_599,2.5,22
u_605,5.0,22
u_606,3.0,22
u_608,4.0,22
u_610,4.0,22
u_18,3.5,36
u_41,4.0,36
u_45,5.0,36
u_50,2.5,36
u_63,4.0,36
u_68,3.0,36
u_105,4.0,36
u_119,4.5,36
u_141,2.5,36
u_166,4.0,36
u_177,3.0,36
u_204,3.5,36
u_212,4.0,36
u_219,3.5,36
u_220,4.0,36
u_226,4.0,36
u_230,4.5,36
u_239,3.5,36
u_249,4.0,36
u_274,3.5,36
u_278,5.0,36
u_298,3.5,36
u_305,5.0,36
u_307,4.5,36
u_318,4.0,36
u_328,2.0,36
u_331,3.0,36
u_380,4.0,36
u_381,3.0,36
u_387,3.5,36
u_414,4.0,36
u_420,3.5,36
u_426,3.0,36
u_434,3.5,36
u_448,4.0,36
u_475,3.5,36
u_477,4.0,36
u_483,4.0,36
u_490,3.0,36
u_491,4.0,36
u_506,2.0,36
u_525,1.5,36
u_534,3.5,36
u_573,4.0,36
u_606,3.5,36
u_610,3.5,36
u_21,3.5,36
u_105,4.5,36
u_380,3.0,36
u_64,3.5,64
u_105,3.5,64
u_132,3.5,64
u_241,4.0,64
u_275,4.0,64
u_346,4.5,64
u_414,4.0,64
u_445,4.5,64
u_474,4.0,64
u_489,4.5,64
u_560,4.0,64
u_580,4.0,64
u_600,4.5,64
u_606,4.0,64
u_414,4.0,67
u_474,4.0,67
u_28,2.0,79
u_34,4.5,79
u_64,4.5,79
u_66,4.0,79
u_68,4.0,79
u_91,4.5,79
u_105,4.0,79
u_132,3.0,79
u_139,3.0,79
u_166,4.5,79
u_182,4.5,79
u_219,4.5,79
u_221,3.5,79
u_232,4.0,79
u_246,5.0,79
u_254,4.5,79
u_263,3.5,79
u_274,3.5,79
u_288,4.0,79
u_298,2.0,79
u_332,4.5,79
u_370,4.5,79
u_381,3.0,79
u_414,4.0,79
u_425,3.0,79
u_438,5.0,79
u_474,4.0,79
u_480,3.5,79
u_483,5.0,79
u_509,3.5,79
u_525,4.5,79
u_534,4.5,79
u_580,4.0,79
u_593,4.5,79
u_599,3.0,79
u_606,4.5,79
u_608,4.0,79
u_610,3.0,79
u_160,0.5,79
u_199,3.0,79
u_217,3.0,79
u_414,3.0,79
u_432,3.0,79
u_16,3.5,81
u_17,5.0,81
u_23,4.0,81
u_83,3.0,81
u_105,4.0,81
u_129,4.5,81
u_187,5.0,81
u_246,4.5,81
u_253,5.0,81
u_256,0.5,81
u_298,3.5,81
u_344,4.5,81
u_380,5.0,81
u_381,4.5,81
u_387,5.0,81
u_398,4.5,81
u_474,3.5,81
u_477,4.5,81
u_489,3.0,81
u_509,3.5,81
u_560,3.5,81
u_599,3.0,81
u_606,5.0,81
u_4,5.0,99
u_74,5.0,99
u_125,4.0,99
u_132,3.5,99
u_160,5.0,99
u_241,4.0,99
u_253,5.0,99
u_275,5.0,99
u_346,4.5,99
u_348,4.5,99
u_352,4.0,99
u_391,5.0,99
u_410,3.0,99
u_474,3.5,99
u_500,1.0,99
u_560,4.0,99
u_600,4.0,99
u_603,4.0,99
u_606,5.0,99
u_1,5.0,100
u_18,4.5,100
u_23,3.0,100
u_28,3.0,100
u_33,4.0,100
u_55,5.0,100
u_63,4.5,100
u_64,3.5,100
u_68,1.0,100
u_88,4.5,100
u_91,4.5,100
u_105,5.0,100
u_122,5.0,100
u_140,4.0,100
u_166,3.5,100
u_182,4.0,100
u_187,1.0,100
u_199,3.0,100
u_211,4.5,100
u_215,4.0,100
u_219,4.0,100
u_236,5.0,100
u_239,5.0,100
u_249,4.0,100
u_254,4.5,100
u_255,3.0,100
u_274,3.5,100
u_275,4.0,100
u_282,4.0,100
u_298,3.0,100
u_305,3.5,100
u_307,3.0,100
u_313,5.0,100
u_317,5.0,100
u_318,4.0,100
u_322,4.0,100
u_328,4.5,100
u_332,4.0,100
u_352,5.0,100
u_356,4.0,100
u_368,3.0,100
u_380,3.0,100
u_387,3.0,100
u_391,3.0,100
u_412,4.0,100
u_414,5.0,100
u_419,4.0,100
u_434,3.5,100
u_448,4.0,100
u_453,5.0,100
u_479,4.0,100
u_480,4.0,100
u_483,5.0,100
u_500,5.0,100
u_520,4.0,100
u_522,4.5,100
u_542,3.5,100
u_553,5.0,100
u_554,5.0,100
u_573,5.0,100
u_575,5.0,100
u_580,4.5,100
u_585,5.0,100
u_590,3.5,100
u_597,5.0,100
u_599,3.5,100
u_608,4.0,100
u_318,3.0,101
u_182,5.0,102
u_1,5.0,104
u_4,5.0,104
u_18,3.0,104
u_39,5.0,104
u_41,4.0,104
u_63,4.5,104
u_64,5.0,104
u_68,2.0,104
u_74,4.0,104
u_79,5.0,104
u_91,4.0,104
u_95,4.0,104
u_101,4.0,104
u_104,4.0,104
u_110,4.0,104
u_122,4.5,104
u_125,4.0,104
u_129,4.5,104
u_135,4.0,104
u_156,5.0,104
u_165,3.0,104
u_177,3.5,104
u_182,4.0,104
u_185,4.0,104
u_187,3.0,104
u_195,4.0,104
u_198,4.0,104
u_199,5.0,104
u_215,4.5,104
u_218,4.0,104
u_220,4.5,104
u_221,4.0,104
u_233,3.5,104
u_246,3.0,104
u_249,4.0,104
u_260,4.5,104
u_263,3.5,104
u_274,2.5,104
u_275,4.0,104
u_286,3.5,104
u_287,2.5,104
u_298,3.0,104
u_317,3.0,104
u_318,3.5,104
u_322,4.0,104
u_326,4.0,104
u_354,4.5,104
u_356,5.0,104
u_369,4.0,104
u_370,3.5,104
u_381,4.0,104
u_387,4.0,104
u_391,5.0,104
u_414,5.0,104
u_425,4.0,104
u_449,3.5,104
u_453,4.0,104
u_454,3.5,104
u_457,4.0,104
u_474,4.0,104
u_477,4.5,104
u_480,4.0,104
u_489,4.0,104
u_490,4.0,104
u_526,4.5,104
u_535,5.0,104
u_560,4.0,104
u_562,4.0,104
u_580,4.0,104
u_596,4.0,104
u_597,4.0,104
u_599,4.5,104
u_600,3.5,104
u_603,3.0,104
u_606,4.5,104
u_33,5.0,108
u_40,5.0,108
u_64,3.5,108
u_74,5.0,108
u_79,4.0,108
u_96,1.0,108
u_105,4.5,108
u_132,4.0,108
u_182,4.5,108
u_191,5.0,108
u_193,3.5,108
u_199,2.0,108
u_202,3.0,108
u_339,3.5,108
u_346,3.5,108
u_390,4.5,108
u_440,4.0,108
u_474,4.5,108
u_489,4.5,108
u_490,4.5,108
u_508,1.0,108
u_554,5.0,108
u_603,4.0,108
u_606,4.5,108
u_33,4.0,109
u_40,5.0,109
u_74,5.0,109
u_105,4.5,109
u_132,2.0,109
u_182,3.5,109
u_191,5.0,109
u_202,4.0,109
u_301,4.0,109
u_339,4.0,109
u_390,5.0,109
u_391,5.0,109
u_414,4.0,109
u_474,4.0,109
u_489,3.5,109
u_490,4.0,109
u_526,3.5,109
u_567,2.5,109
u_603,4.0,109
u_606,4.0,109
u_40,5.0,110
u_84,4.0,110
u_96,1.0,110
u_105,5.0,110
u_132,3.0,110
u_182,4.5,110
u_191,5.0,110
u_202,5.0,110
u_346,4.5,110
u_391,5.0,110
u_445,4.0,110
u_474,3.5,110
u_490,4.5,110
u_554,5.0,110
u_603,4.0,110
u_606,4.5,110
u_108,3.0,112
u_414,3.0,112
u_474,4.0,124
u_16,4.0,128
u_21,0.5,128
u_23,3.5,128
u_34,4.0,128
u_39,5.0,128
u_50,3.5,128
u_62,4.0,128
u_63,3.5,128
u_68,3.5,128
u_91,4.0,128
u_129,4.5,128
u_166,5.0,128
u_182,5.0,128
u_187,4.0,128
u_202,4.0,128
u_212,4.0,128
u_219,5.0,128
u_260,3.5,128
u_274,4.0,128
u_318,4.0,128
u_334,3.5,128
u_343,3.0,128
u_344,4.5,128
u_371,5.0,128
u_381,4.0,128
u_387,4.0,128
u_391,4.0,128
u_398,5.0,128
u_414,5.0,128
u_428,2.5,128
u_434,5.0,128
u_438,3.5,128
u_474,4.0,128
u_477,5.0,128
u_480,3.0,128
u_483,5.0,128
u_489,5.0,128
u_509,3.5,128
u_520,4.0,128
u_525,4.0,128
u_560,4.0,128
u_567,1.0,128
u_596,5.0,128
u_599,3.0,128
u_600,4.0,128
u_601,4.0,128
u_605,3.0,128
u_606,5.0,128
u_7,5.0,129
u_15,3.0,129
u_16,4.5,129
u_17,5.0,129
u_20,5.0,129
u_23,4.0,129
u_41,3.5,129
u_50,4.0,129
u_62,5.0,129
u_63,4.0,129
u_66,4.5,129
u_68,2.5,129
u_87,5.0,129
u_91,4.0,129
u_95,4.5,129
u_98,4.0,129
u_103,4.0,129
u_104,4.0,129
u_105,4.0,129
u_129,4.5,129
u_132,3.5,129
u_141,4.5,129
u_144,4.0,129
u_148,3.0,129
u_166,4.5,129
u_182,4.5,129
u_187,5.0,129
u_190,4.0,129
u_193,5.0,129
u_212,4.0,129
u_246,5.0,129
u_247,3.5,129
u_256,0.5,129
u_260,4.5,129
u_274,4.0,129
u_287,4.5,129
u_288,4.0,129
u_296,4.5,129
u_298,4.0,129
u_305,5.0,129
u_306,3.5,129
u_307,4.0,129
u_308,4.0,129
u_318,4.5,129
u_322,3.0,129
u_334,3.5,129
u_339,5.0,129
u_343,3.0,129
u_344,4.5,129
u_346,4.0,129
u_356,4.0,129
u_370,4.0,129
u_380,5.0,129
u_381,5.0,129
u_387,4.5,129
u_390,4.5,129
u_398,5.0,129
u_414,5.0,129
u_434,5.0,129
u_445,4.5,129
u_454,3.0,129
u_459,5.0,129
u_474,4.5,129
u_475,5.0,129
u_477,4.0,129
u_483,5.0,129
u_489,4.0,129
u_509,4.0,129
u_520,4.0,129
u_523,5.0,129
u_525,4.5,129
u_538,5.0,129
u_551,3.0,129
u_557,5.0,129
u_560,4.0,129
u_562,4.0,129
u_563,4.0,129
u_567,2.0,129
u_582,3.5,129
u_596,4.5,129
u_599,2.5,129
u_600,5.0,129
u_601,5.0,129
u_605,3.0,129
u_606,4.5,129
u_608,3.5,129
u_610,4.0,129
u_132,4.0,140
u_182,4.5,140
u_200,3.5,140
u_241,4.5,140
u_326,4.5,140
u_346,4.0,140
u_600,1.5,140
u_606,3.5,140
u_4,1.0,144
u_105,4.0,144
u_156,3.0,144
u_193,3.5,144
u_199,4.0,144
u_275,4.0,144
u_325,4.0,144
u_385,5.0,144
u_410,4.0,144
u_474,3.0,144
u_547,5.0,144
u_603,5.0,144
u_606,5.0,144
u_4,4.0,146
u_13,5.0,146
u_20,3.5,146
u_22,4.5,146
u_23,3.5,146
u_28,2.5,146
u_34,5.0,146
u_41,3.5,146
u_45,5.0,146
u_52,4.5,146
u_63,4.0,146
u_64,4.5,146
u_68,3.0,146
u_74,5.0,146
u_77,5.0,146
u_86,3.5,146
u_91,4.5,146
u_97,5.0,146
u_105,4.0,146
u_116,2.5,146
u_129,4.0,146
u_132,4.0,146
u_135,5.0,146
u_137,3.0,146
u_138,5.0,146
u_139,2.0,146
u_144,4.5,146
u_156,3.5,146
u_160,5.0,146
u_164,4.0,146
u_165,4.0,146
u_178,4.0,146
u_182,4.5,146
u_187,3.0,146
u_195,5.0,146
u_198,3.0,146
u_216,4.0,146
u_219,4.0,146
u_220,4.5,146
u_221,4.5,146
u_230,2.5,146
u_232,3.0,146
u_239,2.5,146
u_246,4.5,146
u_254,4.0,146
u_257,4.5,146
u_259,0.5,146
u_263,4.5,146
u_267,5.0,146
u_275,4.0,146
u_298,3.0,146
u_301,4.0,146
u_305,4.0,146
u_309,4.0,146
u_310,4.0,146
u_311,3.0,146
u_313,1.0,146
u_330,4.5,146
u_332,4.5,146
u_334,3.5,146
u_339,3.0,146
u_344,3.0,146
u_354,4.0,146
u_356,3.5,146
u_365,1.0,146
u_375,4.5,146
u_380,3.0,146
u_381,3.0,146
u_384,5.0,146
u_387,4.5,146
u_391,5.0,146
u_393,3.5,146
u_399,3.5,146
u_408,3.5,146
u_414,5.0,146
u_425,3.0,146
u_426,4.0,146
u_428,4.0,146
u_434,4.5,146
u_438,5.0,146
u_448,3.0,146
u_449,3.5,146
u_452,5.0,146
u_453,5.0,146
u_459,5.0,146
u_462,3.5,146
u_474,4.0,146
u_480,4.0,146
u_483,4.5,146
u_488,4.5,146
u_489,4.0,146
u_493,5.0,146
u_509,3.5,146
u_517,0.5,146
u_520,3.5,146
u_525,4.5,146
u_560,4.0,146
u_561,3.5,146
u_573,0.5,146
u_580,4.5,146
u_590,3.5,146
u_593,4.5,146
u_596,4.0,146
u_599,4.0,146
u_600,2.0,146
u_603,5.0,146
u_606,4.0,146
u_607,2.0,146
u_608,4.0,146
u_610,5.0,146
u_74,5.0,149
u_377,4.5,149
u_387,3.5,149
u_23,4.0,149
u_50,4.0,149
u_57,3.0,149
u_91,5.0,149
u_95,5.0,149
u_105,3.5,149
u_149,1.0,149
u_177,2.0,149
u_182,5.0,149
u_187,4.0,149
u_198,4.0,149
u_219,2.5,149
u_260,4.0,149
u_274,4.0,149
u_298,4.0,149
u_313,5.0,149
u_318,5.0,149
u_371,5.0,149
u_372,1.0,149
u_377,5.0,149
u_387,4.5,149
u_414,4.0,149
u_428,4.5,149
u_434,5.0,149
u_440,3.0,149
u_469,4.0,149
u_474,2.0,149
u_477,5.0,149
u_480,4.0,149
u_483,3.5,149
u_500,4.0,149
u_560,3.5,149
u_567,0.5,149
u_599,5.0,149
u_600,3.5,149
u_603,1.0,149
u_606,4.0,149
u_608,4.0,149
u_610,5.0,149
u_3,3.0,152
u_18,4.0,152
u_19,3.0,152
u_28,4.0,152
u_45,3.0,152
u_51,5.0,152
u_57,2.0,152
u_84,3.0,152
u_149,1.0,152
u_160,2.0,152
u_186,4.0,152
u_217,4.0,152
u_237,2.5,152
u_265,3.0,152
u_271,4.0,152
u_288,3.0,152
u_294,4.0,152
u_304,4.0,152
u_312,4.0,152
u_313,4.0,152
u_314,2.0,152
u_325,3.0,152
u_368,3.0,152
u_369,3.0,152
u_376,3.5,152
u_377,4.5,152
u_385,3.0,152
u_414,3.0,152
u_424,1.0,152
u_430,2.0,152
u_448,3.0,152
u_452,2.0,152
u_457,3.0,152
u_469,3.0,152
u_474,2.0,152
u_479,2.0,152
u_518,0.5,152
u_522,4.0,152
u_527,4.0,152
u_555,3.0,152
u_561,3.0,152
u_587,4.0,152
u_590,2.5,152
u_599,3.0,152
u_600,3.5,152
u_182,4.0,156
u_356,4.0,156
u_17,3.5,157
u_18,3.5,157
u_19,3.0,157
u_45,4.0,157
u_57,3.0,157
u_91,3.0,157
u_135,3.0,157
u_149,2.0,157
u_160,2.0,157
u_168,2.0,157
u_186,4.0,157
u_202,4.0,157
u_217,4.0,157
u_221,4.0,157
u_237,3.5,157
u_265,3.0,157
u_266,3.0,157
u_268,2.0,157
u_288,3.5,157
u_294,4.0,157
u_295,0.5,157
u_304,5.0,157
u_312,3.0,157
u_313,3.0,157
u_314,3.0,157
u_328,3.5,157
u_368,3.0,157
u_376,3.5,157
u_414,3.0,157
u_448,3.0,157
u_452,4.0,157
u_457,4.0,157
u_469,4.0,157
u_474,3.5,157
u_522,3.5,157
u_555,3.0,157
u_561,3.0,157
u_577,3.0,157
u_587,4.0,157
u_590,3.5,157
u_596,4.0,157
u_599,3.0,157
u_19,4.0,168
u_36,2.0,168
u_45,3.0,168
u_57,4.0,168
u_75,4.0,168
u_91,3.5,168
u_135,3.0,168
u_147,5.0,168
u_160,1.0,168
u_168,2.0,168
u_186,5.0,168
u_202,4.0,168
u_217,5.0,168
u_264,4.0,168
u_265,5.0,168
u_266,1.0,168
u_288,4.0,168
u_294,5.0,168
u_304,5.0,168
u_312,3.0,168
u_313,2.0,168
u_314,3.0,168
u_391,3.0,168
u_414,3.0,168
u_431,2.5,168
u_448,2.0,168
u_452,5.0,168
u_457,4.0,168
u_469,3.0,168
u_474,4.0,168
u_522,3.5,168
u_524,4.0,168
u_527,4.0,168
u_555,3.0,168
u_561,4.0,168
u_570,3.0,168
u_580,3.5,168
u_586,4.5,168
u_587,4.0,168
u_590,3.5,168
u_596,4.0,168
u_599,3.5,168
u_603,1.0,168
u_19,1.0,172
u_42,4.0,172
u_51,5.0,172
u_57,2.0,172
u_91,3.0,172
u_137,3.0,172
u_160,2.0,172
u_217,4.0,172
u_228,4.0,172
u_234,3.0,172
u_265,3.0,172
u_287,0.5,172
u_288,2.5,172
u_294,3.0,172
u_304,2.0,172
u_314,2.0,172
u_369,3.0,172
u_414,3.0,172
u_430,2.0,172
u_448,1.5,172
u_457,2.0,172
u_469,1.0,172
u_522,4.0,172
u_527,4.0,172
u_552,2.0,172
u_555,3.0,172
u_576,1.0,172
u_587,4.0,172
u_590,2.5,172
u_599,3.0,172
u_19,5.0,174
u_36,3.0,174
u_45,5.0,174
u_57,4.0,174
u_75,4.0,174
u_82,3.5,174
u_93,5.0,174
u_135,1.0,174
u_149,1.0,174
u_160,2.0,174
u_186,5.0,174
u_202,3.0,174
u_217,3.0,174
u_218,2.0,174
u_237,2.5,174
u_264,4.0,174
u_287,0.5,174
u_288,3.5,174
u_294,4.0,174
u_304,5.0,174
u_312,4.0,174
u_313,2.0,174
u_314,3.0,174
u_369,4.0,174
u_376,3.5,174
u_414,3.0,174
u_430,4.0,174
u_448,3.0,174
u_452,4.0,174
u_457,2.0,174
u_469,3.0,174
u_474,4.5,174
u_479,1.0,174
u_518,4.0,174
u_522,4.0,174
u_527,4.0,174
u_561,4.0,174
u_570,3.0,174
u_587,4.0,174
u_590,4.0,174
u_596,3.5,174
u_599,3.0,174
u_212,3.0,189
u_305,4.0,189
u_380,3.0,189
u_610,3.0,189
u_6,4.0,193
u_18,4.0,193
u_19,2.0,193
u_37,3.0,193
u_38,3.0,193
u_40,3.0,193
u_43,5.0,193
u_45,4.0,193
u_54,3.0,193
u_56,3.0,193
u_57,4.0,193
u_81,4.0,193
u_91,2.0,193
u_93,5.0,193
u_94,4.0,193
u_102,2.0,193
u_107,3.0,193
u_109,2.0,193
u_112,2.5,193
u_117,3.0,193
u_126,4.0,193
u_130,3.0,193
u_135,2.0,193
u_136,2.0,193
u_145,3.0,193
u_149,1.0,193
u_160,1.0,193
u_173,4.0,193
u_174,3.0,193
u_176,5.0,193
u_179,3.0,193
u_186,4.0,193
u_217,4.0,193
u_229,4.0,193
u_235,3.0,193
u_240,3.0,193
u_242,3.0,193
u_244,3.0,193
u_264,4.5,193
u_265,4.0,193
u_273,5.0,193
u_284,3.0,193
u_288,3.5,193
u_294,4.0,193
u_304,4.0,193
u_312,3.0,193
u_314,3.0,193
u_323,3.5,193
u_325,3.0,193
u_340,5.0,193
u_352,4.0,193
u_374,3.0,193
u_380,3.0,193
u_386,3.0,193
u_391,2.0,193
u_395,3.0,193
u_402,3.0,193
u_411,3.0,193
u_414,3.0,193
u_429,3.0,193
u_430,3.0,193
u_437,3.0,193
u_438,3.5,193
u_446,3.0,193
u_447,4.0,193
u_448,4.0,193
u_455,3.0,193
u_457,4.0,193
u_458,4.0,193
u_465,3.0,193
u_469,2.0,193
u_470,4.0,193
u_474,4.0,193
u_475,5.0,193
u_476,3.0,193
u_477,4.0,193
u_482,4.5,193
u_485,4.0,193
u_486,5.0,193
u_520,3.5,193
u_522,4.5,193
u_524,3.0,193
u_527,4.0,193
u_530,3.0,193
u_536,3.0,193
u_541,4.0,193
u_552,3.5,193
u_555,3.0,193
u_559,3.0,193
u_561,3.5,193
u_566,3.0,193
u_569,5.0,193
u_570,3.5,193
u_574,4.0,193
u_577,3.0,193
u_580,4.0,193
u_584,4.0,193
u_587,4.0,193
u_590,3.0,193
u_592,3.0,193
u_594,4.0,193
u_596,3.0,193
u_599,4.0,193
u_600,3.0,193
u_602,3.0,193
u_604,3.0,193
u_608,3.0,193
u_609,3.0,193
u_18,4.5,199
u_19,3.0,199
u_27,3.0,199
u_28,3.5,199
u_31,4.0,199
u_32,4.0,199
u_43,5.0,199
u_45,4.0,199
u_48,4.5,199
u_57,4.0,199
u_66,3.5,199
u_71,5.0,199
u_90,4.0,199
u_91,3.5,199
u_93,5.0,199
u_112,4.0,199
u_128,4.0,199
u_135,2.0,199
u_149,4.0,199
u_150,5.0,199
u_153,0.5,199
u_160,2.0,199
u_164,4.0,199
u_186,4.0,199
u_199,3.5,199
u_202,3.0,199
u_206,4.0,199
u_210,4.5,199
u_214,3.0,199
u_217,4.0,199
u_219,2.5,199
u_221,3.5,199
u_226,4.0,199
u_234,3.0,199
u_240,5.0,199
u_244,5.0,199
u_249,3.0,199
u_259,0.5,199
u_264,4.5,199
u_265,4.0,199
u_266,3.0,199
u_267,5.0,199
u_270,4.0,199
u_277,5.0,199
u_288,4.5,199
u_294,4.0,199
u_303,5.0,199
u_304,5.0,199
u_312,3.0,199
u_313,2.0,199
u_314,3.0,199
u_337,3.0,199
u_340,5.0,199
u_350,5.0,199
u_364,4.0,199
u_369,3.5,199
u_372,4.0,199
u_374,5.0,199
u_376,4.0,199
u_380,5.0,199
u_385,4.0,199
u_389,5.0,199
u_414,3.0,199
u_430,5.0,199
u_438,5.0,199
u_448,4.0,199
u_451,3.0,199
u_452,5.0,199
u_457,3.0,199
u_469,3.0,199
u_474,5.0,199
u_475,5.0,199
u_477,4.0,199
u_492,4.0,199
u_520,5.0,199
u_522,4.5,199
u_524,4.0,199
u_527,4.0,199
u_544,5.0,199
u_555,3.0,199
u_559,4.0,199
u_572,4.0,199
u_577,3.0,199
u_580,4.0,199
u_586,4.0,199
u_587,4.0,199
u_590,4.5,199
u_596,4.5,199
u_599,3.5,199
u_600,4.0,199
u_607,1.0,199
u_19,3.0,200
u_51,0.5,200
u_55,0.5,200
u_57,2.0,200
u_131,3.0,200
u_135,2.0,200
u_137,3.0,200
u_217,3.0,200
u_265,4.0,200
u_288,3.5,200
u_304,5.0,200
u_312,2.0,200
u_352,4.5,200
u_414,3.0,200
u_430,3.0,200
u_438,3.0,200
u_448,4.0,200
u_452,5.0,200
u_467,1.0,200
u_469,4.0,200
u_474,3.5,200
u_477,3.5,200
u_482,4.0,200
u_520,3.5,200
u_522,4.0,200
u_555,3.0,200
u_562,3.0,200
u_580,3.5,200
u_586,4.0,200
u_587,4.0,200
u_590,2.5,200
u_596,4.0,200
u_599,2.5,200
u_18,2.5,201
u_210,4.0,201
u_256,4.0,201
u_274,1.0,201
u_288,3.0,201
u_311,2.5,201
u_380,3.0,201
u_414,3.0,201
u_438,3.0,201
u_448,3.0,201
u_474,3.5,201
u_477,4.0,201
u_482,4.5,201
u_522,4.0,201
u_561,3.0,201
u_586,4.0,201
u_590,2.0,201
u_599,2.5,201
u_608,2.5,201
u_51,5.0,214
u_76,4.5,214
u_213,2.5,214
u_232,3.5,214
u_249,3.0,214
u_274,3.0,214
u_298,2.0,214
u_351,3.5,214
u_380,3.0,214
u_387,3.0,214
u_489,0.5,214
u_51,5.0,215
u_76,4.5,215
u_213,2.5,215
u_232,3.5,215
u_249,3.0,215
u_274,3.0,215
u_298,2.0,215
u_351,3.5,215
u_380,3.0,215
u_387,3.0,215
u_489,0.5,215
u_111,0.5,215
u_232,4.0,215
u_274,3.5,215
u_307,1.5,215
u_380,4.0,215
u_484,3.0,215
u_495,0.5,215
u_573,4.0,215
u_610,2.5,215
u_156,4.0,216
u_600,4.0,216
u_105,4.0,246
u_18,4.0,250
u_1,5.0,252
u_4,4.0,252
u_6,3.0,252
u_19,4.0,252
u_20,5.0,252
u_31,4.0,252
u_32,5.0,252
u_37,4.0,252
u_39,3.0,252
u_43,5.0,252
u_45,4.0,252
u_58,5.0,252
u_63,3.0,252
u_64,4.0,252
u_66,4.5,252
u_68,0.5,252
u_71,3.0,252
u_84,4.0,252
u_90,4.0,252
u_91,3.0,252
u_103,4.0,252
u_113,5.0,252
u_120,2.0,252
u_122,5.0,252
u_129,4.0,252
u_132,3.5,252
u_135,5.0,252
u_140,4.0,252
u_150,3.0,252
u_151,4.0,252
u_167,4.5,252
u_169,5.0,252
u_171,5.0,252
u_177,5.0,252
u_181,3.0,252
u_182,4.0,252
u_186,5.0,252
u_200,4.0,252
u_206,3.0,252
u_214,3.0,252
u_217,3.0,252
u_219,2.5,252
u_226,5.0,252
u_230,3.0,252
u_232,4.0,252
u_234,4.0,252
u_240,5.0,252
u_247,4.0,252
u_260,4.0,252
u_269,4.0,252
u_270,5.0,252
u_274,3.5,252
u_277,3.0,252
u_282,4.0,252
u_288,4.0,252
u_292,4.5,252
u_304,4.0,252
u_305,5.0,252
u_307,4.0,252
u_313,3.0,252
u_316,3.0,252
u_328,5.0,252
u_330,5.0,252
u_337,5.0,252
u_350,3.0,252
u_351,4.0,252
u_357,3.5,252
u_359,4.0,252
u_364,5.0,252
u_372,3.0,252
u_380,4.0,252
u_381,4.0,252
u_385,4.0,252
u_387,4.5,252
u_408,3.5,252
u_409,4.0,252
u_410,5.0,252
u_412,1.0,252
u_414,4.0,252
u_419,0.5,252
u_428,3.5,252
u_434,4.5,252
u_448,4.0,252
u_450,4.0,252
u_451,4.0,252
u_456,3.0,252
u_458,2.0,252
u_469,5.0,252
u_470,4.0,252
u_474,3.5,252
u_478,4.0,252
u_480,3.5,252
u_483,3.0,252
u_484,4.0,252
u_489,3.5,252
u_492,3.0,252
u_509,3.5,252
u_521,4.0,252
u_525,3.5,252
u_527,5.0,252
u_529,3.0,252
u_540,4.0,252
u_542,5.0,252
u_552,4.5,252
u_558,5.0,252
u_559,3.0,252
u_561,4.5,252
u_563,4.0,252
u_573,4.5,252
u_586,4.5,252
u_587,4.0,252
u_590,3.0,252
u_593,2.5,252
u_597,5.0,252
u_599,3.0,252
u_600,5.0,252
u_603,3.0,252
u_605,4.0,252
u_608,3.5,252
u_346,2.5,266
u_387,3.5,266
u_125,4.5,267
u_132,3.0,267
u_603,4.0,267
u_606,4.0,267
u_19,2.0,269
u_368,2.0,269
u_555,1.0,269
u_603,3.0,269
u_50,4.0,269
u_156,5.0,269
u_221,4.0,269
u_346,4.0,269
u_387,4.0,269
u_391,5.0,269
u_474,3.5,269
u_484,2.0,269
u_438,3.0,292
u_480,3.5,292
u_599,3.0,292
u_21,4.5,298
u_28,1.5,298
u_45,5.0,298
u_62,5.0,298
u_80,4.0,298
u_105,4.0,298
u_111,3.5,298
u_177,3.0,298
u_219,4.0,298
u_222,3.5,298
u_232,3.5,298
u_239,4.5,298
u_249,4.0,298
u_274,3.0,298
u_305,3.0,298
u_306,3.0,298
u_317,3.0,298
u_318,3.5,298
u_328,2.5,298
u_331,2.5,298
u_352,4.0,298
u_387,3.5,298
u_414,3.0,298
u_448,3.0,298
u_466,4.5,298
u_495,4.0,298
u_509,3.0,298
u_537,5.0,298
u_553,4.0,298
u_560,4.0,298
u_561,3.0,298
u_599,2.5,298
u_600,1.0,298
u_160,3.0,302
u_221,4.5,302
u_387,3.5,302
u_414,4.0,302
u_600,3.0,302
u_74,4.0,307
u_606,4.0,307
u_474,4.5,312
u_274,3.5,336
u_448,4.5,336
u_599,2.5,336
u_610,3.5,336
u_182,4.0,337
u_405,3.5,337
u_474,3.5,337
u_4,2.0,346
u_7,5.0,346
u_16,4.0,346
u_17,3.5,346
u_18,4.0,346
u_23,3.0,346
u_50,4.0,346
u_57,5.0,346
u_64,5.0,346
